,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.0,0.012093726379440665,0.005653710247349823,0.01035598705501618,0.00414364640883978,0.013245033112582783,0.008633093525179856,0.022092267706302796,0.008683068017366137,0.02006688963210702,0.015006821282401094,0.02914642609299098,0.013661202185792351,0.017832647462277088,0.014084507042253521,0.012765957446808512,0.02930402930402931,0.044235924932975866,0.03893575600259572,0.02582496413199426,0.02236842105263158,0.02112676056338028,0.028947368421052635,0.01726263871763255,0.020552344251766216,0.02171136653895275,0.018076178179470624,0.012203389830508475,0.022788203753351208,0.013157894736842105,0.01986754966887417,0.026720106880427523,0.011627906976744186,0.014725568942436413,0.01757944557133198,0.028340080971659916,0.030476190476190476,0.02582311168495804,0.012949640287769786,0.021013597033374538,16
0.0015467904098994587,0.011180992313067784,0.014378145219266716,0.02807913209955329,0.02459016393442623,0.02882882882882883,0.019566736547868623,0.02941176470588235,0.024390243902439025,0.025693035835023668,0.03066666666666667,0.02464332036316472,0.031839622641509434,0.02950215119852489,0.0425531914893617,0.047462096242584045,0.054499366286438526,0.041237113402061855,0.03981264637002342,0.03489096573208723,0.03848466626578473,0.03857061826432218,0.036384976525821594,0.03105232892466935,0.03094059405940594,0.03995299647473561,0.03190810465858328,0.025930101465614433,0.027414330218068536,0.034143138542350626,0.025690430314707774,0.01946787800129786,0.027233115468409584,0.03896103896103896,0.04600484261501211,0.0410958904109589,0.03871748336358137,0.04350453172205439,0.036488027366020526,0.037155669442664956,30
0.004784688995215312,0.028129395218002815,0.03144224196855776,0.023346303501945526,0.012228260869565218,0.0234375,0.029581993569131836,0.029038112522686028,0.016315431679129844,0.0225613802256138,0.033898305084745756,0.028966425279789338,0.04081632653061224,0.014775016789791809,0.017326732673267325,0.03421828908554572,0.029328821206993788,0.03612903225806451,0.04291287386215865,0.026038437693738377,0.022944550669216062,0.02723735408560312,0.03901319563970167,0.0376927470017133,0.02491103202846975,0.03216860787576262,0.04110393423370523,0.02406586447118429,0.0275,0.026217228464419474,0.02646502835538753,0.02464332036316472,0.03209242618741977,0.04599056603773584,0.030883261272390362,0.029928432010409893,0.024645717806531117,0.03934871099050204,0.03085553997194951,0.029395138496325607,9
0.0060698027314112285,0.0241305890702626,0.01256106071179344,0.01593625498007968,0.014775016789791809,0.02270011947431302,0.012944983818770229,0.011457670273711014,0.006747638326585695,0.024721878862793575,0.028238182934315535,0.024852844996729892,0.03510758776896942,0.03412073490813648,0.01925545571245186,0.034574468085106384,0.025148908007941763,0.026027397260273977,0.024154589371980676,0.02196293754289636,0.030283080974325218,0.01358695652173913,0.029470864032150035,0.031007751937984496,0.023331173039533377,0.029318036966220522,0.024600246002460028,0.02956298200514139,0.02347127856701668,0.01978891820580475,0.017891373801916934,0.036340038935756,0.014895057549085986,0.03659305993690852,0.025673940949935813,0.03223640026863667,0.028571428571428577,0.030183727034120738,0.023778071334214005,0.025856496444731737,39
0.0,0.004597701149425288,0.01002865329512894,0.008935219657483246,0.015748031496062992,0.01002865329512894,0.009790209790209791,0.015647226173541966,0.014637391882900865,0.02527075812274368,0.029952348536419336,0.027962716378162448,0.030124426981008513,0.029808374733853796,0.033566433566433566,0.02486910994764398,0.0326530612244898,0.038770053475935824,0.024169184290030208,0.028727770177838584,0.017980636237897647,0.01920614596670935,0.02051901025950513,0.04420549581839905,0.015873015873015876,0.04105263157894736,0.03335318642048838,0.021843003412969283,0.028571428571428574,0.03303834808259587,0.022886204704386525,0.020910209102091022,0.02954399486191394,0.031210986267166042,0.03573629081947012,0.02891844997108155,0.028949024543738204,0.026298487836949373,0.031746031746031744,0.03227888960619755,13
0.0,0.01950585175552666,0.02012072434607646,0.02219482120838471,0.025236593059936908,0.030892448512585817,0.029981261711430358,0.048994974874371856,0.028858218318695106,0.03128911138923655,0.028739386022207707,0.029666254635352288,0.03937463810075275,0.038314176245210725,0.05521126760563381,0.05139664804469274,0.04721311475409837,0.03656307129798903,0.04375359815774323,0.054220579174368455,0.03427172582619339,0.04103802051901026,0.02811244979919679,0.020897357098955134,0.02119205298013245,0.038167938931297704,0.0389202762084118,0.034548944337811895,0.030413625304136254,0.037476577139287946,0.03398363750786658,0.049682264586943956,0.034090909090909095,0.02851828890266584,0.04,0.043970686209193866,0.03838517538054269,0.02347127856701668,0.02964793082149475,0.0297349709114415,26
0.004662004662004663,0.011560693641618497,0.014064697609001408,0.01282051282051282,0.009648518263266712,0.02666666666666667,0.005767844268204758,0.011857707509881424,0.024209818426361805,0.033506643558636626,0.027586206896551724,0.028589993502274206,0.025542784163473817,0.0289057123193393,0.0333555703802535,0.034414295168762404,0.031545741324921134,0.03549571603427173,0.03799019607843137,0.028645833333333336,0.023384615384615386,0.032911392405063286,0.021333333333333336,0.03997421018697614,0.018856065367693273,0.02270011947431302,0.018975332068311195,0.021518987341772152,0.03164942178940962,0.03215434083601286,0.02545968882602546,0.019986675549633574,0.03506493506493506,0.026455026455026457,0.03281027104136947,0.034346103038309116,0.021563342318059297,0.03261578604044357,0.021683673469387755,0.030383091149273452,13
0.0,0.01596806387225549,0.015810276679841896,0.0346175321049693,0.03510825043885313,0.03742432581177765,0.03308823529411765,0.03231197771587744,0.030769230769230767,0.034137728075338436,0.01602747567258157,0.03237228123419322,0.0434017595307918,0.037014925373134326,0.028232636928289104,0.03484754200373366,0.038658328595793066,0.03608247422680413,0.03681710213776722,0.040590405904059046,0.03697284806470248,0.03401759530791789,0.03250145095763204,0.03155339805825243,0.024737167594310456,0.04198062432723358,0.03259098316132537,0.025029797377830752,0.03909952606635071,0.01931745009658725,0.0224019912881145,0.029222676797194626,0.037996545768566495,0.04072134962187318,0.03912270302311796,0.02887139107611549,0.04485981308411215,0.0362400906002265,0.04865876481597005,0.03653506187389511,30
0.0,0.016560509554140127,0.024198427102238355,0.013315579227696404,0.03542673107890499,0.024235429890363532,0.03004043905257077,0.030321406913280773,0.018541409147095178,0.04066985645933014,0.028589185829707896,0.019723865877712028,0.031486146095717885,0.030883261272390362,0.03176542455711668,0.04853764779091475,0.04130162703379224,0.03198031980319803,0.060270602706027056,0.04404761904761905,0.042189281641961236,0.03590040532715692,0.028100183262064753,0.032658393207054215,0.03932909196067091,0.038869257950530034,0.052173913043478265,0.034544371649791544,0.04542936288088642,0.0318674314850223,0.036607687614399025,0.03197158081705151,0.030897207367795602,0.042352941176470586,0.03758389261744966,0.04503464203233256,0.025316455696202535,0.03676048248133257,0.04027690371302706,0.04357798165137614,17
0.0,0.017974835230677052,0.021170610211706103,0.030810448760884127,0.02277904328018223,0.028538812785388126,0.03800475059382422,0.02355712603062426,0.025507246376811597,0.04209260372820205,0.034609334032511804,0.04002354326074162,0.0430239704978488,0.0451574569221628,0.04026845637583893,0.041005291005291,0.043449637919683995,0.0490006447453256,0.045259938837920496,0.048989589712186164,0.04374240583232078,0.037037037037037035,0.029574861367837338,0.024891101431238332,0.025624599615631006,0.03414634146341463,0.025609756097560978,0.03249097472924188,0.033067973055725654,0.031652989449003514,0.03252032520325203,0.03431372549019608,0.03937947494033413,0.03493449781659389,0.04313960455362493,0.04599056603773584,0.0428169014084507,0.032091690544412604,0.04436229205175601,0.04742547425474254,39
